Meta_LDR,309, Meta_M,244675797
Meta_LDR,307, Meta_M,244686399
Meta_LDR,311, Meta_M,244697047
Meta_LDR,313, Meta_M,244707499
Meta_LDR,311, Meta_M,244717861
Meta_LDR,303, Meta_M,244728489
Meta_LDR,312, Meta_M,244739090
Meta_LDR,311, Meta_M,244749579
Meta_LDR,314, Meta_M,244760068
Meta_LDR,310, Meta_M,244770627
Meta_LDR,308, Meta_M,244781015
Meta_LDR,312, Meta_M,244791663
Meta_LDR,312, Meta_M,244802188
Meta_LDR,313, Meta_M,244812682
Meta_LDR,310, Meta_M,244823060
Meta_LDR,310, Meta_M,244833489
Meta_LDR,314, Meta_M,244843885
Meta_LDR,311, Meta_M,244854246
Meta_LDR,312, Meta_M,244864773
Meta_LDR,314, Meta_M,244875381
Meta_LDR,312, Meta_M,244886041
Meta_LDR,314, Meta_M,244896668
Meta_LDR,310, Meta_M,244907231
Meta_LDR,312, Meta_M,244917658
Meta_LDR,311, Meta_M,244928263
Meta_LDR,315, Meta_M,244938836
Meta_LDR,303, Meta_M,244949221
Meta_LDR,309, Meta_M,244959927
Meta_LDR,308, Meta_M,244970404
Meta_LDR,308, Meta_M,244980962
Meta_LDR,310, Meta_M,244991337
Meta_LDR,306, Meta_M,245001649
Meta_LDR,311, Meta_M,245012177
Meta_LDR,293, Meta_M,245022586
Meta_LDR,305, Meta_M,245032922
Meta_LDR,314, Meta_M,245043302
Meta_LDR,314, Meta_M,245054012
Meta_LDR,314, Meta_M,245064421
Meta_LDR,311, Meta_M,245075030
Meta_LDR,315, Meta_M,245085617
Meta_LDR,307, Meta_M,245096174
Meta_LDR,303, Meta_M,245106652
Meta_LDR,307, Meta_M,245117088
Meta_LDR,308, Meta_M,245127752
Meta_LDR,308, Meta_M,245138433
Meta_LDR,342, Meta_M,245148791
Meta_LDR,311, Meta_M,245159516
Meta_LDR,309, Meta_M,245170077
Meta_LDR,307, Meta_M,245180764
Meta_LDR,308, Meta_M,245191410
Meta_LDR,311, Meta_M,245201734
Meta_LDR,313, Meta_M,245212369
Meta_LDR,314, Meta_M,245222929
Meta_LDR,309, Meta_M,245233588
Meta_LDR,311, Meta_M,245244031
Meta_LDR,312, Meta_M,245254433
Meta_LDR,310, Meta_M,245264806
Meta_LDR,309, Meta_M,245275486
Meta_LDR,312, Meta_M,245286140
Meta_LDR,308, Meta_M,245296570
Meta_LDR,309, Meta_M,245306978
Meta_LDR,312, Meta_M,245317316
Meta_LDR,307, Meta_M,245327907
Meta_LDR,312, Meta_M,245338316
Meta_LDR,311, Meta_M,245349192
Meta_LDR,315, Meta_M,245359868
Meta_LDR,309, Meta_M,245370909
Meta_LDR,307, Meta_M,245381495
Meta_LDR,313, Meta_M,245392133
Meta_LDR,310, Meta_M,245402646
Meta_LDR,309, Meta_M,245412997
Meta_LDR,314, Meta_M,245423654
Meta_LDR,318, Meta_M,245434483
Meta_LDR,315, Meta_M,245445351
Meta_LDR,320, Meta_M,245455788
Meta_LDR,310, Meta_M,245466207
Meta_LDR,309, Meta_M,245476722
Meta_LDR,313, Meta_M,245487156
Meta_LDR,312, Meta_M,245498211
Meta_LDR,313, Meta_M,245508778
Meta_LDR,314, Meta_M,245519604
Meta_LDR,311, Meta_M,245530207
Meta_LDR,312, Meta_M,245540815
Meta_LDR,311, Meta_M,245551446
Meta_LDR,309, Meta_M,245562048
Meta_LDR,308, Meta_M,245572353
Meta_LDR,311, Meta_M,245583014
Meta_LDR,310, Meta_M,245593621
Meta_LDR,311, Meta_M,245604280
Meta_LDR,313, Meta_M,245614867
Meta_LDR,310, Meta_M,245625522
Meta_LDR,309, Meta_M,245636178
Meta_LDR,309, Meta_M,245646783
Meta_LDR,315, Meta_M,245657139
Meta_LDR,309, Meta_M,245667804
Meta_LDR,316, Meta_M,245678520
Meta_LDR,311, Meta_M,245689134
Meta_LDR,310, Meta_M,245699751
Meta_LDR,310, Meta_M,245710368
Meta_LDR,309, Meta_M,245721013
Meta_LDR,292, Meta_M,245731583
Meta_LDR,306, Meta_M,245741988
Meta_LDR,305, Meta_M,245752616
Meta_LDR,308, Meta_M,245763272
Meta_LDR,312, Meta_M,245773704
